3200000,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0157068063,0,0.9842931937,0.0208333333,0,0.9791666667,0.0309278351,0,0.9690721649,188,192,194,,,,,,,,,,,,,
8,0.0152284264,0,0.9847715736,0.0152284264,0,0.9847715736,0.0152284264,0,0.9847715736,194,197,197,,,,,,,,,,,,,
9,0.0287356322,0,0.9712643678,0.0342857143,0,0.9657142857,0.0451977401,0,0.9548022599,169,175,177,,,,,,,,,,,,,
10,0.0053763441,0,0.9946236559,0.0211640212,0,0.9788359788,0.0364583333,0,0.9635416667,185,189,192,,,,,,,,,,,,,
11,0.0211640212,0,0.9788359788,0.0414507772,0,0.9585492228,0.0463917526,0,0.9536082474,185,193,194,,,,,,,,,,,,,
25600000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0120481928,0,0.9879518072,0.0295857988,0,0.9704142012,0.0409356725,0,0.9590643275,164,169,171,,,,,,,,,,,,,
1,0.0180722892,0,0.9819277108,0.0239520958,0,0.9760479042,0.0355029586,0,0.9644970414,163,167,169,,,,,,,,,,,,,
2,0.011627907,0,0.988372093,0.0285714286,0,0.9714285714,0.0340909091,0,0.9659090909,170,175,176,,,,,,,,,,,,,
3,0.0057142857,0,0.9942857143,0.0333333333,0,0.9666666667,0.0333333333,0,0.9666666667,174,180,180,,,,,,,,,,,,,
4,0.0058823529,0,0.9941176471,0.0174418605,0,0.9825581395,0.0174418605,0,0.9825581395,169,172,172,,,,,,,,,,,,,
5,0.0210526316,0,0.9789473684,0.0158730159,0,0.9841269841,0.0210526316,0,0.9789473684,186,189,190,,,,,,,,,,,,,
6,0.0222222222,0,0.9777777778,0.0434782609,0,0.9565217391,0.0486486486,0,0.9513513514,176,184,185,,,,,,,,,,,,,
7,0.0175438596,0,0.9824561404,0.0175438596,0,0.9824561404,0.0289017341,0,0.9710982659,168,171,173,,,,,,,,,,,,,
8,0.0167597765,0,0.9832402235,0.0112359551,0,0.9887640449,0.0222222222,0,0.9777777778,176,178,180,,,,,,,,,,,,,
9,0.03125,0,0.96875,0.03125,0,0.96875,0.0432098765,0,0.9567901235,155,160,162,,,,,,,,,,,,,
10,0.005952381,0,0.994047619,0.0176470588,0,0.9823529412,0.0402298851,0,0.9597701149,167,170,174,,,,,,,,,,,,,
11,0.0228571429,0,0.9771428571,0.0393258427,0,0.9606741573,0.0552486188,0,0.9447513812,171,178,181,,,,,,,,,,,,,
28800000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0135135135,0,0.9864864865,0.0201342282,0,0.9798657718,0.0331125828,0,0.9668874172,146,149,151,,,,,,,,,,,,,
1,0.0136054422,0,0.9863945578,0.0202702703,0,0.9797297297,0.0333333333,0,0.9666666667,145,148,150,,,,,,,,,,,,,
2,0.0068965517,0,0.9931034483,0.0204081633,0,0.9795918367,0.033557047,0,0.966442953,144,147,149,,,,,,,,,,,,,
3,0,0,1,0.0258064516,0,0.9741935484,0.0382165605,0,0.9617834395,151,155,157,,,,,,,,,,,,,
4,0.0064935065,0,0.9935064935,0.0129032258,0,0.9870967742,0.0192307692,0,0.9807692308,153,155,156,,,,,,,,,,,,,
5,0.0181818182,0,0.9818181818,0.012195122,0,0.987804878,0.012195122,0,0.987804878,162,164,164,,,,,,,,,,,,,
6,0.024691358,0,0.975308642,0.0538922156,0,0.9461077844,0.0705882353,0,0.9294117647,158,167,170,,,,,,,,,,,,,
7,0.0065789474,0,0.9934210526,0.0130718954,0,0.9869281046,0.0130718954,0,0.9869281046,151,153,153,,,,,,,,,,,,,
8,0.02,0,0.98,0.0134228188,0,0.9865771812,0.0328947368,0,0.9671052632,147,149,152,,,,,,,,,,,,,
9,0.033557047,0,0.966442953,0.033557047,0,0.966442953,0.04,0,0.96,144,149,150,,,,,,,,,,,,,
10,0.0064516129,0,0.9935483871,0.0191082803,0,0.9808917197,0.0253164557,0,0.9746835443,154,157,158,,,,,,,,,,,,,
11,0.018404908,0,0.981595092,0.0303030303,0,0.9696969697,0.0419161677,0,0.9580838323,160,165,167,,,,,,,,,,,,,
32000000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.015625,0,0.984375,0.023255814,0,0.976744186,0.0526315789,0,0.9473684211,126,129,133,,,,,,,,,,,,,
1,0.0076923077,0,0.9923076923,0.0227272727,0,0.9772727273,0.0444444444,0,0.9555555556,129,132,135,,,,,,,,,,,,,
2,0.0072463768,0,0.9927536232,0.0214285714,0,0.9785714286,0.0283687943,0,0.9716312057,137,140,141,,,,,,,,,,,,,
3,0,0,1,0.0285714286,0,0.9714285714,0.048951049,0,0.951048951,136,140,143,,,,,,,,,,,,,
4,0.0070422535,0,0.9929577465,0.013986014,0,0.986013986,0.0070422535,0,0.9929577465,141,143,142,,,,,,,,,,,,,
5,0.0197368421,0,0.9802631579,0.0132450331,0,0.9867549669,0.0197368421,0,0.9802631579,149,151,152,,,,,,,,,,,,,
6,0.0072463768,0,0.9927536232,0.0283687943,0,0.9716312057,0.041958042,0,0.958041958,137,141,143,,,,,,,,,,,,,
7,0.0075757576,0,0.9924242424,0.0075757576,0,0.9924242424,0.015037594,0,0.984962406,131,132,133,,,,,,,,,,,,,
8,0.023255814,0,0.976744186,0.015625,0,0.984375,0.023255814,0,0.976744186,126,128,129,,,,,,,,,,,,,
9,0.0289855072,0,0.9710144928,0.035971223,0,0.964028777,0.0496453901,0,0.9503546099,134,139,141,,,,,,,,,,,,,
10,0.013986014,0,0.986013986,0.0208333333,0,0.9791666667,0.0408163265,0,0.9591836735,141,144,147,,,,,,,,,,,,,
11,0.0198675497,0,0.9801324503,0.0198675497,0,0.9801324503,0.038961039,0,0.961038961,148,151,154,,,,,,,,,,,,,
